,verified_income,debt_to_income,inquiries_last_12m,accounts_opened_24m,num_active_debit_accounts,total_debit_limit,num_mort_accounts,account_never_delinq_percent,loan_amount,term,issue_month,loan_status,initial_listing_status,disbursement_method,paid_interest,interest_rate
1872,1,12.61,0.0,4.0,2.0,46400.0,2.0,100.0,6000.0,36,0,1,0,0,94.07,6.07
1873,2,20.48,1.0,2.0,7.0,46300.0,4.0,92.6,35000.0,60,1,1,1,1,1460.17,10.42
1874,1,17.05,6.0,10.0,2.0,3500.0,3.0,77.8,24000.0,60,2,1,1,0,1633.34,21.45
1875,0,24.67,1.0,5.0,6.0,47200.0,0.0,100.0,25000.0,36,2,1,1,0,426.91,7.34
1876,1,8.4,0.0,5.0,5.0,40600.0,0.0,100.0,4000.0,36,2,1,1,1,72.25,6.07
1877,1,27.46,1.0,8.0,3.0,14200.0,3.0,100.0,28000.0,60,2,1,1,0,1017.48,15.04
1878,1,14.92,7.0,10.0,5.0,41500.0,1.0,95.7,8000.0,36,2,1,1,0,223.37,11.98
1879,1,14.19,0.0,5.0,5.0,10400.0,0.0,75.0,9600.0,36,0,1,0,0,330.86,10.91
1880,0,20.69,0.0,9.0,2.0,7000.0,0.0,100.0,6500.0,36,0,1,1,0,124.5,6.08
1881,2,37.2325,4.0,7.0,4.0,18500.0,3.0,100.0,20000.0,60,1,1,1,0,1644.42,21.45
1882,2,11.28,0.0,6.0,2.0,2500.0,0.0,100.0,3200.0,36,1,2,1,0,157.77,13.59
1883,2,37.2325,1.0,3.0,3.0,7700.0,0.0,100.0,8000.0,36,2,1,1,0,323.86,16.01
1884,1,11.58,1.0,5.0,6.0,33200.0,1.0,95.5,10000.0,36,1,1,1,0,522.49,15.05
1885,2,9.8,4.0,3.0,4.0,19000.0,2.0,75.0,35000.0,60,2,2,1,0,1644.42,21.45
1886,2,11.84,2.0,6.0,4.0,12300.0,0.0,75.0,35000.0,36,0,1,1,0,1532.07,14.08
1887,0,17.67,1.0,2.0,4.0,13400.0,0.0,75.0,7000.0,36,2,1,1,0,157.36,9.43
1888,0,20.74,0.0,4.0,1.0,3800.0,3.0,75.0,10500.0,36,2,1,0,0,236.05,9.43
1889,2,10.27,4.0,10.0,3.0,24600.0,2.0,86.4,28000.0,60,2,1,1,0,636.75,9.43
1890,1,21.85,1.0,6.0,6.0,26310.0,0.0,97.0,15000.0,60,1,5,1,0,434.11,11.99
1891,1,16.9,0.0,7.0,3.0,13500.0,1.0,88.9,15000.0,36,0,1,1,0,372.38,10.41
1892,1,21.42,2.0,1.0,3.0,6400.0,0.0,92.9,6500.0,36,1,1,1,0,296.51,11.99
1893,1,30.74,0.0,5.0,8.0,78804.49999999994,3.0,100.0,35000.0,36,2,1,1,0,597.67,7.34
1894,1,19.23,1.0,3.0,3.0,4300.0,0.0,75.0,15000.0,36,1,1,1,0,943.62,16.02
1895,1,11.34,4.0,4.0,3.0,9000.0,0.0,92.3,11000.0,36,1,1,1,0,419.12,10.91
1896,2,23.14,0.0,2.0,3.0,2500.0,0.0,75.0,30000.0,60,2,1,1,0,1586.95,21.45
1897,1,27.01,3.0,7.0,6.0,17500.0,0.0,100.0,7500.0,36,2,1,0,0,212.82,18.45
1898,1,10.91,3.0,10.0,8.0,78804.49999999994,4.0,100.0,21000.0,60,1,1,1,0,1157.05,17.09
1899,1,17.81,1.0,1.0,3.0,20700.0,4.0,100.0,32000.0,36,0,1,0,0,775.32,9.93
1900,1,9.98,0.0,3.0,1.0,2500.0,1.0,100.0,9800.0,36,1,1,1,0,511.0,13.59
1901,0,14.34,1.0,3.0,2.0,3800.0,1.0,81.8,4000.0,36,2,1,1,0,120.39,12.61
1902,2,29.63,3.0,10.0,8.0,53100.0,2.0,100.0,25000.0,60,0,1,1,0,1456.26,18.06
1903,2,11.0,1.0,6.0,3.0,14500.0,1.0,100.0,15000.0,36,1,1,0,0,541.62,9.44
1904,1,18.92,1.0,2.0,2.0,18300.0,2.0,90.5,12000.0,36,1,2,0,0,72.25,10.42
1905,2,26.12,1.0,3.0,5.0,33900.0,1.0,100.0,35000.0,36,2,1,1,0,1339.04,16.01
1906,2,27.94,0.0,8.0,8.0,78804.49999999994,0.0,97.4,16000.0,60,0,1,1,0,754.23,13.59
1907,1,12.59,1.0,4.0,2.0,2600.0,0.0,90.0,13000.0,36,1,1,0,0,560.39,10.42
1908,1,29.26,3.0,7.0,8.0,78804.49999999994,5.0,98.0,20000.0,36,0,1,1,0,463.44,7.35
1909,0,10.2,4.0,9.0,2.0,24000.0,0.0,96.6,36000.0,60,2,1,1,0,1379.7,15.04
1910,0,12.79,3.0,6.0,4.0,33900.0,0.0,96.7,10000.0,36,0,1,1,0,251.36,7.97
1911,1,24.66,0.0,2.0,4.0,13500.0,1.0,100.0,13000.0,36,0,2,1,1,217.22,7.34
1912,2,17.08,0.0,3.0,3.0,19700.0,0.0,100.0,30000.0,60,1,1,1,0,1644.42,21.45
1913,2,37.2325,0.0,0.0,5.0,17200.0,0.0,100.0,34800.0,36,2,1,1,0,863.94,10.41
1914,0,30.61,6.0,7.0,8.0,42800.0,1.0,100.0,30000.0,36,0,1,0,0,1644.42,20.0
1915,1,3.76,0.0,1.0,1.0,7000.0,0.0,100.0,6500.0,36,2,1,1,0,108.82,10.9
1916,2,13.28,4.0,2.0,2.0,5600.0,1.0,95.0,10000.0,60,2,1,1,0,328.2,13.59
1917,1,12.03,1.0,1.0,2.0,10500.0,0.0,100.0,36000.0,60,1,1,1,0,1644.42,11.99
1918,1,29.36,5.0,9.0,3.0,9600.0,0.0,100.0,25000.0,60,2,1,1,0,618.95,16.01
1919,0,28.78,7.0,3.0,3.0,11000.0,2.0,100.0,19000.0,36,2,1,1,0,526.8,16.01
1920,0,19.82,0.0,3.0,2.0,28500.0,0.0,100.0,16000.0,36,2,1,0,0,303.44,7.96
1921,2,5.01,0.0,0.0,5.0,50900.0,0.0,100.0,13700.0,36,1,1,1,0,298.14,6.07
1922,2,19.81,1.0,3.0,4.0,49200.0,5.0,96.2,36000.0,36,0,1,1,0,1378.61,10.91
1923,0,12.6,3.0,3.0,3.0,15700.0,0.0,100.0,6000.0,36,0,1,1,1,139.03,7.35
1924,2,37.2325,3.0,6.0,4.0,51300.0,3.0,97.4,36000.0,60,2,1,1,1,930.17,15.04
1925,1,17.1,2.0,10.0,5.0,29800.0,0.0,90.0,12000.0,36,2,4,1,0,418.08,21.45
1926,1,24.03,0.0,3.0,3.0,70600.0,0.0,100.0,35000.0,36,1,1,1,0,1644.42,12.62
1927,0,25.13,1.0,4.0,3.0,12300.0,0.0,100.0,17000.0,36,1,2,1,0,305.18,7.35
1928,2,26.33,1.0,0.0,5.0,19400.0,1.0,100.0,6025.0,36,2,1,1,0,99.81,10.41
1929,2,13.4,6.0,10.0,5.0,60700.0,0.0,95.7,12000.0,36,1,1,1,1,504.96,10.91
1930,0,19.34,1.0,6.0,3.0,48900.0,0.0,100.0,7800.0,36,2,1,1,0,136.38,7.34
1931,0,32.08,1.0,2.0,5.0,46100.0,3.0,75.0,28000.0,36,0,1,1,0,1644.42,19.03
1932,1,17.36,1.0,3.0,4.0,24000.0,0.0,100.0,10000.0,36,1,1,0,0,331.77,7.97
1933,1,23.02,0.0,3.0,1.0,2500.0,3.0,76.5,25000.0,60,0,1,1,0,1015.01,12.62
1934,1,29.66,3.0,5.0,8.0,38200.0,1.0,100.0,16000.0,60,2,1,1,0,335.87,13.58
1935,1,31.72,0.0,2.0,4.0,29500.0,0.0,88.9,12000.0,36,1,1,0,0,584.84,12.62
1936,0,37.2325,0.0,2.0,4.0,28400.0,0.0,100.0,3200.0,36,1,1,1,0,154.6,14.08
1937,0,21.56,1.0,10.0,5.0,55200.0,5.0,100.0,25000.0,60,2,1,1,0,600.24,13.58
1938,1,26.24,1.0,1.0,5.0,39700.0,3.0,100.0,35000.0,36,2,1,1,0,649.14,7.97
1939,2,15.14,0.0,6.0,5.0,5600.0,0.0,91.7,20000.0,36,0,1,0,0,953.0,15.05
1940,2,7.44,1.0,3.0,3.0,10300.0,2.0,94.1,10000.0,36,1,1,1,0,211.79,6.72
1941,0,12.98,1.0,4.0,1.0,41000.0,1.0,100.0,20000.0,36,1,1,1,0,396.82,6.07
1942,1,15.8,4.0,5.0,3.0,8400.0,0.0,100.0,6000.0,36,1,1,0,0,465.83,20.0
1943,1,18.46,1.0,3.0,7.0,78804.49999999994,1.0,100.0,10000.0,36,2,1,1,0,126.39,6.07
1944,1,8.97,1.0,3.0,1.0,7500.0,5.0,78.9,12000.0,36,2,3,1,1,259.47,13.58
1945,0,11.76,0.0,3.0,2.0,3000.0,0.0,95.2,10000.0,36,2,1,1,0,173.46,10.9
1946,0,24.53,4.0,10.0,8.0,46400.0,2.0,100.0,12500.0,36,2,1,1,0,199.74,6.71
1947,0,17.74,0.0,6.0,4.0,42000.0,3.0,100.0,20000.0,60,1,1,1,0,921.16,11.99
1948,0,9.08,0.0,1.0,1.0,11000.0,0.0,83.3,12000.0,36,2,1,1,0,191.84,10.41
1949,0,11.7,0.0,7.0,3.0,6400.0,0.0,75.0,4000.0,36,2,1,1,0,94.62,9.92
1950,1,3.76,1.0,3.0,1.0,2500.0,0.0,100.0,10000.0,60,2,1,1,0,299.06,12.61
1951,0,17.1,3.0,5.0,2.0,6700.0,0.0,100.0,10000.0,36,2,1,1,0,285.86,11.98
1952,0,3.76,0.0,3.0,1.0,5500.0,0.0,91.7,3200.0,36,0,1,1,0,92.14,10.42
1953,1,21.4,0.0,3.0,3.0,25600.0,3.0,100.0,5000.0,36,0,1,1,0,105.89,6.72
1954,1,20.86,4.0,4.0,1.0,7200.0,2.0,100.0,32000.0,60,1,2,1,0,215.89,15.05
1955,0,18.55,0.0,3.0,2.0,7500.0,0.0,95.0,9600.0,36,2,1,1,0,311.27,13.58
1956,2,25.07,2.0,3.0,5.0,16700.0,1.0,96.0,15000.0,60,1,1,1,0,1007.77,17.09
1957,2,30.72,1.0,6.0,2.0,6000.0,4.0,100.0,14400.0,36,2,1,1,0,340.6,9.92
1958,1,22.52,2.0,2.0,3.0,25700.0,1.0,100.0,10000.0,36,0,1,1,0,320.4,10.42
1959,2,20.59,1.0,0.0,5.0,30000.0,0.0,100.0,21000.0,36,2,1,1,0,803.42,16.01
1960,2,10.0,3.0,6.0,7.0,78804.49999999994,4.0,100.0,36000.0,36,1,1,1,0,670.11,6.07
1961,1,13.91,2.0,1.0,3.0,17900.0,0.0,75.0,10000.0,60,2,1,1,0,482.11,20.39
1962,0,14.0,0.0,2.0,3.0,13500.0,1.0,100.0,3200.0,36,0,1,1,0,72.25,11.99
1963,2,33.54,5.0,3.0,6.0,67200.0,4.0,100.0,17150.0,36,1,1,1,0,443.1,6.72
1964,0,15.92,3.0,5.0,6.0,47500.0,0.0,100.0,16000.0,36,2,1,0,0,541.43,15.04
1965,0,20.23,1.0,6.0,8.0,37400.0,2.0,100.0,24000.0,36,1,1,1,0,752.45,9.93
1966,0,24.27,2.0,6.0,3.0,18300.0,0.0,100.0,20000.0,36,1,1,1,0,853.73,10.91
1967,0,14.18,3.0,4.0,2.0,10000.0,0.0,100.0,28000.0,36,2,1,0,0,1382.2,6.07
1968,1,24.64,4.0,6.0,2.0,24800.0,1.0,93.3,25000.0,60,1,1,1,0,837.13,10.42
1969,1,26.93,0.0,5.0,1.0,9500.0,0.0,100.0,6000.0,36,1,2,1,0,168.78,7.35
1970,2,25.16,0.0,4.0,4.0,40100.0,2.0,100.0,36000.0,60,0,1,1,0,1276.09,9.93
1971,0,11.28,2.0,1.0,1.0,35500.0,0.0,100.0,15000.0,36,1,5,1,0,434.07,11.99
1972,0,19.98,1.0,4.0,8.0,61600.0,0.0,100.0,15000.0,36,2,1,1,0,256.15,7.34
1973,1,9.29,0.0,0.0,4.0,21600.0,0.0,100.0,25000.0,36,2,2,1,0,72.25,18.45
1974,0,17.28,2.0,5.0,3.0,22800.0,3.0,75.0,10000.0,36,0,1,1,0,207.6,7.97
1975,1,24.22,0.0,3.0,3.0,14200.0,0.0,77.8,15000.0,60,0,1,1,0,1397.27,21.45
1976,1,29.99,2.0,4.0,8.0,78804.49999999994,4.0,100.0,30000.0,36,1,1,1,0,711.08,6.08
1977,1,27.78,1.0,2.0,3.0,32600.0,2.0,100.0,25000.0,60,2,1,1,0,487.22,12.61
1978,1,11.47,7.0,10.0,1.0,53600.0,3.0,95.3,28000.0,60,1,1,1,0,1644.42,16.02
1979,0,25.49,0.0,1.0,3.0,34500.0,2.0,100.0,25000.0,60,1,1,1,0,1265.06,12.62
1980,0,16.11,0.0,2.0,4.0,28600.0,0.0,100.0,13000.0,36,2,1,1,0,274.93,7.97
1981,0,34.09,2.0,3.0,1.0,15800.0,3.0,95.5,10000.0,36,1,1,1,0,297.97,9.44
1982,1,11.5,7.0,5.0,1.0,9400.0,0.0,100.0,3200.0,36,2,2,1,0,72.25,13.59
1983,2,28.0,1.0,10.0,4.0,29000.0,0.0,100.0,10000.0,36,2,1,1,0,285.86,11.98
1984,1,17.18,0.0,3.0,6.0,12100.0,0.0,100.0,7000.0,36,1,1,0,0,241.26,10.91
1985,2,11.7,2.0,3.0,4.0,43300.0,1.0,100.0,30000.0,60,0,1,1,0,1644.42,21.45
1986,0,9.83,1.0,4.0,6.0,78804.49999999994,2.0,100.0,20000.0,36,1,1,1,0,414.55,6.07
1987,0,28.52,1.0,1.0,4.0,8500.0,0.0,100.0,10000.0,36,0,1,1,0,400.11,12.62
1988,1,21.41,3.0,8.0,7.0,33100.0,0.0,89.8,7000.0,36,0,1,1,0,308.89,13.59
1989,2,26.83,3.0,6.0,6.0,19700.0,0.0,100.0,23000.0,60,1,1,1,0,1644.42,19.03
1990,0,16.79,2.0,2.0,3.0,12000.0,0.0,100.0,20000.0,60,0,1,1,0,1204.06,21.45
1991,1,13.22,0.0,2.0,4.0,37800.0,0.0,100.0,35000.0,60,2,1,1,0,1478.45,17.47
1992,1,13.0,0.0,2.0,4.0,27500.0,0.0,93.3,10000.0,60,2,1,1,1,222.17,9.43
1993,0,37.2325,0.0,4.0,1.0,16000.0,1.0,100.0,10000.0,36,1,1,1,0,286.82,7.35
1994,0,8.47,1.0,6.0,8.0,21100.0,0.0,100.0,15000.0,36,2,1,1,0,363.71,10.41
1995,1,19.78,0.0,5.0,4.0,26500.0,4.0,85.7,6000.0,36,1,1,0,0,281.69,11.99
1996,0,28.81,1.0,3.0,5.0,26500.0,0.0,97.1,6000.0,36,2,1,1,0,229.55,16.01
1997,0,21.97,3.0,2.0,1.0,10000.0,3.0,100.0,13650.0,60,1,1,1,0,690.72,12.62
1998,1,16.31,1.0,5.0,3.0,19500.0,3.0,84.2,20000.0,36,2,1,1,0,470.56,9.43
1999,2,3.76,1.0,3.0,3.0,22800.0,4.0,100.0,10000.0,36,1,1,1,0,237.02,6.08
2000,2,28.65,4.0,5.0,7.0,69800.0,1.0,100.0,35725.0,36,1,2,0,0,861.07,10.91
2001,0,23.13,0.0,3.0,1.0,4600.0,2.0,75.0,3200.0,36,1,1,1,0,92.01,7.97
2002,2,37.2325,2.0,2.0,3.0,19900.0,0.0,85.7,12000.0,36,1,1,0,1,630.24,13.59
2003,2,11.59,2.0,6.0,3.0,7200.0,5.0,75.0,10000.0,36,0,1,1,0,434.86,16.02
2004,0,25.53,2.0,4.0,2.0,33400.0,0.0,100.0,12000.0,36,2,1,1,0,204.91,7.34
2005,1,28.52,2.0,8.0,6.0,40800.0,3.0,97.3,4600.0,36,2,1,0,0,72.25,14.07
2006,1,17.42,2.0,7.0,1.0,69900.0,1.0,100.0,13000.0,60,0,1,1,0,387.34,9.44
2007,0,26.28,2.0,2.0,1.0,2500.0,0.0,100.0,10000.0,36,2,1,0,0,228.76,12.61
2008,0,23.97,3.0,3.0,4.0,31700.0,1.0,88.9,5700.0,36,0,1,1,0,139.49,7.97
2009,2,10.1,0.0,0.0,1.0,7500.0,0.0,100.0,10000.0,36,0,1,1,0,308.99,10.42
2010,0,17.42,0.0,3.0,3.0,14600.0,0.0,100.0,15000.0,36,1,1,1,0,514.05,7.97
2011,2,20.77,0.0,1.0,1.0,3700.0,0.0,100.0,5600.0,36,0,1,0,0,374.87,21.45
2012,1,18.8,0.0,1.0,1.0,3700.0,0.0,94.4,11000.0,60,1,1,1,0,766.35,17.09
2013,1,8.2,0.0,2.0,5.0,30000.0,3.0,82.1,25000.0,60,0,1,1,0,837.13,10.42
2014,0,14.46,5.0,2.0,2.0,34000.0,3.0,100.0,25000.0,36,2,1,0,0,257.43,6.71
2015,0,16.58,4.0,2.0,5.0,47800.0,2.0,92.0,5000.0,36,0,1,1,0,125.15,9.92
2016,0,3.76,2.0,4.0,2.0,4800.0,2.0,90.9,7000.0,36,2,1,1,0,119.53,7.34
2017,2,20.71,2.0,10.0,1.0,15900.0,0.0,95.1,35000.0,60,2,1,1,0,1183.67,21.45
2018,0,6.53,2.0,3.0,5.0,38400.0,0.0,100.0,12000.0,36,1,1,1,0,235.85,6.07
2019,0,19.68,1.0,1.0,5.0,26900.0,0.0,91.7,36000.0,36,2,1,0,0,899.21,9.43
2020,1,9.86,1.0,6.0,2.0,22500.0,5.0,97.4,20000.0,60,2,1,1,0,353.75,7.34
2021,0,12.02,3.0,4.0,1.0,3000.0,0.0,100.0,3500.0,36,1,1,0,0,363.9,21.45
2022,0,27.48,3.0,2.0,2.0,20500.0,3.0,100.0,3200.0,36,0,1,1,0,99.68,12.61
2023,1,11.53,2.0,3.0,3.0,48000.0,5.0,92.6,15000.0,60,2,1,1,1,277.7,11.98
2024,0,5.55,0.0,6.0,5.0,6700.0,0.0,82.9,10000.0,36,2,1,1,0,150.03,9.43
2025,0,19.18,1.0,3.0,1.0,2500.0,2.0,100.0,12000.0,36,1,1,1,0,482.11,10.42
2026,0,26.62,5.0,5.0,4.0,26000.0,2.0,96.7,14000.0,36,2,1,1,0,317.36,10.9
2027,0,29.43,0.0,3.0,4.0,33700.0,5.0,92.9,10500.0,36,2,1,1,0,182.14,10.9
2028,0,8.16,0.0,2.0,3.0,23400.0,0.0,100.0,10000.0,36,0,1,1,0,211.79,6.72
2029,2,18.15,0.0,2.0,4.0,6200.0,0.0,82.4,10200.0,36,0,1,1,1,256.06,7.96
2030,1,16.41,2.0,10.0,7.0,13700.0,0.0,100.0,10000.0,36,0,1,1,0,422.08,13.58
2031,0,15.71,1.0,1.0,1.0,6900.0,1.0,94.1,15000.0,60,2,1,1,0,265.31,7.34
2032,2,22.75,0.0,5.0,1.0,7000.0,0.0,100.0,25200.0,36,2,1,0,0,884.33,15.04
2033,0,13.58,3.0,3.0,4.0,74900.0,3.0,100.0,5000.0,36,1,1,1,0,116.82,6.08
2034,0,8.04,4.0,4.0,7.0,31300.0,2.0,79.4,12000.0,36,2,1,1,0,227.58,7.96
2035,0,9.54,5.0,4.0,7.0,49800.0,0.0,100.0,4000.0,36,2,1,1,0,72.25,6.07
2036,1,33.76,6.0,7.0,1.0,9500.0,0.0,95.2,36000.0,60,2,1,1,0,946.79,10.9
2037,1,26.71,5.0,5.0,1.0,18800.0,3.0,100.0,6000.0,36,0,1,1,0,124.83,6.72
2038,0,17.69,0.0,5.0,1.0,4500.0,0.0,100.0,3200.0,36,1,1,1,0,72.25,11.99
2039,0,6.09,4.0,7.0,2.0,13000.0,1.0,85.0,10000.0,36,2,1,0,0,359.28,15.04
2040,2,22.22,2.0,8.0,2.0,9400.0,1.0,82.4,17950.0,36,0,1,0,0,750.59,16.01
2041,2,37.2325,7.0,5.0,1.0,47300.0,3.0,97.3,14000.0,36,2,1,1,0,244.78,7.34
2042,0,15.66,4.0,3.0,4.0,18900.0,0.0,100.0,11000.0,36,1,1,1,0,315.5,7.35
2043,1,13.2,0.0,1.0,3.0,41500.0,5.0,100.0,36000.0,36,2,1,1,1,337.65,6.07
2044,1,19.26,6.0,3.0,3.0,4700.0,0.0,83.3,25000.0,60,1,1,1,0,1363.15,13.59
2045,0,21.98,2.0,2.0,3.0,37800.0,5.0,100.0,3200.0,36,2,1,1,0,72.25,9.43
2046,0,22.16,4.0,3.0,6.0,43100.0,4.0,86.7,7200.0,36,1,1,0,0,227.38,7.97
2047,0,11.83,1.0,3.0,3.0,17500.0,0.0,100.0,8000.0,36,2,1,1,0,112.91,6.07
2048,0,22.68,0.0,0.0,2.0,21000.0,0.0,100.0,14000.0,36,0,1,0,0,567.89,11.99
2049,0,20.93,0.0,1.0,5.0,41800.0,3.0,100.0,21000.0,60,1,1,1,0,1268.84,14.08
2050,0,17.42,0.0,5.0,2.0,2500.0,0.0,82.1,10000.0,36,2,1,1,0,339.65,15.04
2051,1,16.51,0.0,2.0,4.0,31700.0,0.0,100.0,20000.0,36,1,1,1,1,320.53,7.35
2052,1,14.76,4.0,4.0,2.0,21000.0,3.0,100.0,30000.0,36,2,1,1,0,619.4,9.43
2053,1,24.01,1.0,7.0,6.0,46700.0,3.0,100.0,18000.0,36,2,1,1,0,502.58,11.98
2054,0,3.76,1.0,3.0,4.0,76000.0,2.0,100.0,28000.0,36,1,1,1,0,580.37,6.07
2055,2,18.35,4.0,6.0,4.0,55700.0,0.0,100.0,35000.0,60,0,1,1,0,1644.42,18.06
2056,0,30.96,0.0,4.0,3.0,62400.0,2.0,97.9,12000.0,36,2,1,1,0,335.06,11.98
2057,0,14.26,4.0,4.0,8.0,25200.0,1.0,100.0,18000.0,36,2,1,1,0,467.99,10.9
2058,2,21.85,0.0,0.0,3.0,17000.0,0.0,100.0,30000.0,60,1,1,1,0,1644.42,21.45
2059,1,8.68,0.0,3.0,5.0,25500.0,0.0,100.0,14000.0,60,2,4,1,0,259.18,11.98
2060,2,11.16,0.0,2.0,5.0,78804.49999999994,2.0,100.0,36000.0,36,2,1,1,0,587.03,6.07
2061,0,25.47,0.0,3.0,2.0,18600.0,0.0,100.0,5500.0,36,0,1,1,0,116.48,6.72
2062,1,23.22,0.0,10.0,7.0,46900.0,1.0,97.7,16000.0,60,2,1,1,0,392.56,10.41
2063,2,20.44,0.0,1.0,1.0,19500.0,2.0,97.0,36000.0,36,1,1,1,0,1147.26,7.35
2064,0,22.05,1.0,6.0,4.0,14600.0,0.0,95.8,10000.0,36,2,1,1,0,259.99,10.9
2065,0,22.4,2.0,7.0,8.0,40600.0,2.0,100.0,14000.0,60,0,1,1,0,844.87,19.03
2066,0,13.18,2.0,3.0,5.0,42100.0,1.0,100.0,19000.0,36,0,1,1,0,401.79,6.71
2067,1,16.72,0.0,3.0,8.0,27400.0,3.0,100.0,12000.0,36,0,1,1,0,454.8,11.99
2068,0,7.58,2.0,2.0,3.0,22700.0,0.0,100.0,7000.0,36,1,1,1,0,281.23,10.42
2069,0,15.0,0.0,4.0,4.0,33600.0,0.0,95.8,20000.0,60,2,1,1,0,540.44,17.47
2070,0,31.53,1.0,2.0,4.0,26800.0,4.0,97.3,10000.0,36,1,1,0,0,313.52,9.93
2071,1,16.52,0.0,0.0,8.0,41700.0,0.0,100.0,10500.0,60,1,1,1,0,621.45,15.05
2072,1,9.06,3.0,7.0,1.0,9000.0,1.0,100.0,15000.0,60,0,1,1,0,525.55,10.9
2073,1,11.21,7.0,7.0,3.0,10900.0,2.0,92.6,18000.0,36,1,1,0,0,938.56,13.59
2074,0,24.46,1.0,2.0,4.0,19500.0,0.0,100.0,13600.0,36,1,3,0,0,821.09,19.03
2075,0,31.74,4.0,10.0,8.0,29200.0,1.0,100.0,20000.0,36,2,1,1,0,619.06,19.42
2076,2,3.76,1.0,8.0,1.0,2500.0,0.0,94.4,3200.0,36,1,4,0,0,182.15,19.03
2077,2,19.3,3.0,4.0,1.0,2500.0,4.0,95.0,4100.0,36,0,1,1,0,177.87,14.08
2078,0,37.2325,0.0,6.0,1.0,14300.0,3.0,94.1,7300.0,36,0,1,1,1,139.82,6.08
2079,1,16.63,4.0,0.0,1.0,15500.0,1.0,100.0,20000.0,36,2,1,1,0,246.87,6.07
2080,0,22.52,2.0,3.0,1.0,10200.0,2.0,81.8,20000.0,60,1,1,1,0,874.84,13.59
2081,1,11.76,2.0,2.0,1.0,2700.0,0.0,100.0,28000.0,36,0,1,1,0,1458.29,16.02
2082,1,12.49,3.0,1.0,4.0,29200.0,0.0,88.9,35000.0,36,0,1,1,0,1559.45,14.08
2083,1,19.04,2.0,6.0,3.0,31900.0,5.0,100.0,10000.0,36,2,1,1,0,144.52,6.07
2084,1,31.0,2.0,5.0,2.0,17700.0,0.0,100.0,5000.0,36,2,1,0,0,142.93,11.98
2085,2,9.96,3.0,5.0,1.0,11500.0,0.0,100.0,35000.0,36,1,1,0,0,1644.42,13.59
2086,1,17.0,3.0,4.0,7.0,39200.0,1.0,100.0,16000.0,36,2,1,0,0,397.22,10.41
2087,1,24.14,2.0,4.0,6.0,34700.0,1.0,100.0,30000.0,60,0,1,1,0,1644.42,20.0
2088,1,23.52,0.0,1.0,4.0,23300.0,0.0,100.0,4400.0,36,1,1,1,0,134.96,7.97
2089,0,3.76,0.0,1.0,1.0,3000.0,1.0,85.2,10000.0,36,0,1,1,0,313.71,9.44
2090,1,6.36,5.0,6.0,4.0,12200.0,4.0,86.8,8500.0,36,1,1,0,0,469.33,14.08
2091,2,32.36,1.0,4.0,4.0,10500.0,0.0,100.0,20000.0,36,0,1,1,0,1349.67,21.45
2092,1,23.52,2.0,6.0,1.0,6500.0,0.0,100.0,9000.0,36,1,1,1,0,349.42,9.93
2093,1,33.54,3.0,5.0,8.0,20400.0,3.0,90.6,24000.0,36,2,1,1,0,515.42,12.61
2094,0,17.15,0.0,3.0,4.0,15800.0,0.0,100.0,10000.0,36,0,1,1,1,167.52,6.07
2095,2,11.87,0.0,3.0,1.0,2500.0,0.0,100.0,10000.0,36,2,1,1,0,185.24,7.96
2096,1,18.95,0.0,4.0,3.0,42000.0,0.0,100.0,9500.0,36,1,1,1,0,161.88,6.07
2097,1,6.1,6.0,3.0,1.0,5300.0,4.0,75.0,8000.0,36,1,1,1,0,229.45,7.35
2098,2,3.76,0.0,1.0,1.0,2500.0,0.0,100.0,10000.0,60,0,1,1,0,516.23,16.02
2099,0,25.42,0.0,1.0,3.0,41700.0,5.0,100.0,15000.0,36,0,1,1,0,251.29,6.07
2100,0,14.17,0.0,2.0,5.0,40000.0,1.0,95.0,23000.0,60,0,1,1,1,482.82,6.72
2101,1,21.19,0.0,4.0,4.0,39400.0,0.0,95.1,12000.0,60,0,2,0,0,72.25,21.45
2102,0,27.32,1.0,1.0,2.0,16800.0,1.0,81.8,10000.0,60,0,1,0,0,419.52,12.62
2103,1,31.39,1.0,2.0,7.0,37800.0,0.0,100.0,35000.0,36,2,1,1,0,1626.15,19.42
2104,0,11.82,7.0,5.0,3.0,12900.0,1.0,83.3,10000.0,36,2,1,1,1,285.86,11.98
2105,1,30.01,3.0,3.0,6.0,5900.0,0.0,75.0,6500.0,36,1,1,1,0,264.91,10.42
2107,1,9.52,0.0,1.0,3.0,12500.0,5.0,95.8,36000.0,36,2,1,1,0,899.21,9.43
2108,2,37.2325,1.0,5.0,4.0,8300.0,0.0,90.0,16000.0,36,1,1,1,0,845.19,16.02
2109,1,35.87,2.0,7.0,3.0,19300.0,0.0,95.5,4000.0,36,1,1,1,0,131.63,10.42
2110,0,7.51,1.0,3.0,2.0,8300.0,2.0,80.0,5000.0,36,0,1,1,0,112.4,9.43
2111,0,28.19,5.0,6.0,4.0,23800.0,2.0,100.0,20000.0,36,0,1,1,0,672.47,14.08
2112,0,6.25,2.0,3.0,1.0,2900.0,0.0,100.0,3500.0,36,1,1,0,0,269.79,20.0
2113,0,4.35,2.0,2.0,2.0,15900.0,0.0,100.0,15000.0,60,1,5,1,0,464.21,20.0
2114,0,19.16,2.0,5.0,3.0,16300.0,2.0,96.9,15000.0,36,2,1,1,0,363.71,10.41
